ShortName;ISIN;ClosingPrice;CouponRate;IssuerNameShort;ValorSymbol;ValorNumber;YieldToWorst;DurationToWorst;SubscriptionPaymentDueDate;RemainingTermOfMaturity;MaturityDate;AmountInIssue;ProductLineDesc;TradingBaseCurrency;ClosingPerformance;ClosingDelta;BidVolume;BidPrice;AskPrice;AskVolume;MidSpread;PreviousClosingPrice;LatestTradeDate;LatestTradeTime;OpeningPrice;DailyHighPrice;DailyLowPrice;OnMarketVolume;OffBookVolume;TotalTurnover;TotalTurnoverCHF;GeographicalAreaDesc;IndustrySectorDesc;SecTypeDesc;BondListedFlag;BondDutyToReportFlag;SpecialFlagDesc
0 BKCSG 18-24;US225401AH17;100;;CSG;USF119;42147440;;;20180612;;20240612;375000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKCSG 18-24;USH3698DBT03;100;;CSG;USF118;42147433;;;20180612;;20240612;375000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKCSG 18-48;CH0438965599;100;;CSG;USF129;43896559;;;20181026;;20481026;100000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKCSG 18-48;CH0449619078;100;;CSG;USF130;44961907;;;20181227;;20481227;100000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKCSG 19-49;CH0449619094;100;;CSG;USF131;44961909;;;20190130;;20490130;120000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKCSG 19-49;CH0457206792;100;;CSG;USF132;45720679;;;20190130;;20490130;120000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKCSG 19-49;CH0483180987;100;;CSG;USF138;48318098;;;20190627;;20490627;130000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKCSG 20-60;CH0511762046;100;;CSG;USF144;51176204;;;20200131;;20600131;280000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKJBAER 21-24;CH1120418079;100;;Bank Julius Bär;EUF098;112041807;;;20210625;;20240625;500000000;Bonds - Non CHF;EUR;0;0;100000;95;-Market;0;0;100;;;;;;0;0;0;0;Listed Foreign Currency Bond EUR;Banks;Bond;1;1;
0 BKUBSG 19-49;CH0506668844;100;;UBS Group AG;UBG19;50666884;;;20191104;;20491104;140000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKUBSG 20-50;CH0521617321;100;;UBS Group AG;UBG201;52161732;;;20200304;;20500304;120000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKUBSG 20-50;CH0535271214;100;;UBS Group AG;UBG202;53527121;;;20200414;;20500414;200000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKUBSG 20-50;CH0543827189;100;;UBS Group AG;UBG203;54382718;;;20200527;;20500527;500000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Bond;1;1;
0 BKUBSG 20-50;CH0547243250;100;;UBS Group AG;UBG204;54724325;;;20200522;;20500522;100000000;Bonds - Non CHF;USD;0;0;0;;;0;;100;;;;;;0;0;0;0;Listed Foreign Currency Bond USD;Banks;Contingent Capital Bonds;1;1;
0 BKW 22-24;CH1160680141;97.4;;BKW AG;BKW22;116068014;2.112;1.383;20220218;1.46;20241018;200000000;Bonds - CHF Domestic;CHF;0;0;100000;97.2;97.41;100000;0.2158;97.4;20230526;;;;;0;0;0;0;Switzerland;Utilities;Bond;1;1;
0 BNG 25        /ER;XS0085517661;74.23;;BNG Bank N.V.;ZAR046;866359;;;19980331;;20251231;3000000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;74.23;;;;;;0;0;0;0;Eurobond ZAR;Banks;Bond;0;0;
0 CAFP 23 /CB;FR0013261062;98.25;;Carrefour SA;US1910;37082617;;;20170614;;20230614;500000000;Bonds - Non CHF;USD;0;0;0;;;0;;98.25;20181116;;;;;0;0;0;0;Eurobond USD;Misc. services;Bond;0;0;
0 CAFP 24 /EB;FR0013326204;97.05;;Carrefour SA;US1924;41075230;;;20180327;;20240327;500000000;Bonds - Non CHF;USD;0;0;0;;;0;;97.05;20181128;;;;;0;0;0;0;Eurobond USD;Misc. services;Bond;0;0;
0 CDM 20-26;CH0506071346;95;;C.Dep.Consignations;CDM20;50607134;1.858;3.044;20201216;3.12;20260616;100000000;Bonds - CHF Foreign;CHF;0;0;200000;94.8;95.05;200000;0.2634;95;20230426;;;;;0;0;0;0;France;Banks;Bond;1;1;
0 CDM 21-28;CH0591979643;91.4;;C.Dep.Consignations;CDM21;59197964;1.899;5.072;20210126;5.15;20280626;100000000;Bonds - CHF Foreign;CHF;0.11;0.1;200000;91.5;91.8;200000;0.3273;91.3;20221207;;;;;0;0;0;0;France;Banks;Bond;1;1;
0 CEMBRA CV 19-26;CH0486598227;92.1;;Cembra Money Bank;CMB19;48659822;;;20190709;;20260709;250000000;Bonds - CHF Domestic;CHF;0;0;400000;92;;0;0;92.1;20230526;;;;;0;0;0;0;Switzerland;Banks;Convertible bond;1;1;
0 CSCHLTD 19-29;CH0483181001;87.45;;Credit Suisse (Switzerland);CRS19;48318100;2.376;6.128;20190716;6.21;20290716;250000000;Bonds - CHF Domestic;CHF;0;0;100000;87.25;88.95;100000;1.9296;87.45;20230425;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 CSCHLTD 20-24;CH0550413352;96.85;;Credit Suisse (Switzerland);CRS202;55041335;2.124;1.547;20200617;1.63;20241217;200000000;Bonds - CHF Domestic;CHF;0;0;40000;96.8;96.95;40000;0.1548;96.85;20230417;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 CSCHLTD 20-25;CH0520663581;95.4;;Credit Suisse (Switzerland);CRS20;52066358;2.346;2.167;20200131;2.25;20250731;350000000;Bonds - CHF Domestic;CHF;0;0;100000;95.3;95.95;65000;0.6797;95.4;20230510;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 CSCHLTD 20-30;CH0520663599;84.65;;Credit Suisse (Switzerland);CRS201;52066359;2.412;7.417;20200131;7.5;20301031;310000000;Bonds - CHF Domestic;CHF;0;0;150000;84.6;86.3;75000;1.9895;84.65;20230512;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 CSCHLTD 21-27;CH0591979650;92.5;;Credit Suisse (Switzerland);CRS21;59197965;2.275;3.658;20210127;3.74;20270127;100000000;Bonds - CHF Domestic;CHF;-0.11;-0.1;100000;92.45;93.25;20000;0.8616;92.6;20230530;105508.451;92.5;92.5;92.5;10000;0;9250;9250;Switzerland;Banks;Bond;1;1;
0 CSCHLTD 21-33;CH0591979668;79.9;;Credit Suisse (Switzerland);CRS211;59197966;2.491;9.658;20210127;9.74;20330127;150000000;Bonds - CHF Domestic;CHF;0;0;100000;79.9;80.95;50000;1.3056;79.9;20230426;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 CSCHLTD 22-27;CH1230759545;100;;Credit Suisse (Switzerland);CRS23;123075954;;;20221222;;20270127;2750000000;Bonds - CHF Domestic;CHF;0;0;0;;-Market;0;;100;;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 CSCHLTD 23-25;CH1239495018;100;;Credit Suisse (Switzerland);CRS231;123949501;;;20230111;;20250731;2200000000;Bonds - CHF Domestic;CHF;0;0;0;;-Market;0;;100;;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 CSCHLTD 23-26;CH1239495026;100;;Credit Suisse (Switzerland);CRS232;123949502;;;20230111;;20260629;2800000000;Bonds - CHF Domestic;CHF;0;0;75000;92.9;-Market;0;0;100;;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 CSCHLTD 23-28;CH1239495034;100;;Credit Suisse (Switzerland);CRS233;123949503;;;20230111;;20280616;1500000000;Bonds - CHF Domestic;CHF;0;0;0;;-Market;0;;100;;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 DB 27         /ER;XS0076085603;64.5;;Deutsche Bank;ZAR028;630699;;;19970527;;20270527;4000000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;64.5;20200525;;;;;0;0;0;0;Eurobond ZAR;Banks;Bond;0;0;
0 DEPFA 25      /PF;DE000A0B1K04;46.8;;Deutsche Pfandbriefbank AG;EU408;2049913;;;20050204;;20250204;25000000;Bonds - Non CHF;EUR;0;0;0;;;0;;46.8;;;;;;0;0;0;0;Eurobond EUR;Banks;Bond;0;0;
0 DEVSA 27      /ER;XS0078962809;41.83;;Development Bank of S. Africa;ZAR007;685858;;;19970811;;20271231;7500000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;41.83;20170607;;;;;0;0;0;0;Eurobond ZAR;Banks;Bond;0;0;
0 EBRD 27       /ER;XS0080713497;52.64;;Europ. Bk f. Rec. a. Develop.;ZAR078;718241;;;19971022;;20271230;3000000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;52.64;20140731;;;;;0;0;0;0;Eurobond ZAR;Supranational Organisations;Bond;0;0;
0 EBRD 27      /ER;XS0076593267;65.22;;Europ. Bk f. Rec. a. Develop.;ZAR081;644252;;;19970617;;20270617;10000000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;65.22;20170629;;;;;0;0;0;0;Eurobond ZAR;Supranational Organisations;Bond;0;0;
0 EBRD 27     /ER;XS0074789503;66.74;;Europ. Bk f. Rec. a. Develop.;ZAR082;608584;;;19970407;;20270407;7500000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;66.74;20171110;;;;;0;0;0;0;Eurobond ZAR;Supranational Organisations;Bond;0;0;
0 EBRD 28       /ER;XS0082826255;61;;Europ. Bk f. Rec. a. Develop.;ZAR079;797537;;;19980105;;20281229;2000000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;61;20200505;;;;;0;0;0;0;Eurobond ZAR;Supranational Organisations;Bond;0;0;
0 EBRD G 29   /ER;XS0084291201;54.1;;Europ. Bk f. Rec. a. Develop.;ZAR080;848058;;;19980302;;20291231;4500000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;54.1;20220512;;;;;0;0;0;0;Eurobond ZAR;Supranational Organisations;Bond;0;0;
0 EIB 23 /EE;XS1489409679;101.87;;EIB;EU3222;33902333;;;20160914;;20231016;4000000000;Bonds - Non CHF;EUR;0;0;0;;;0;;101.87;;;;;;0;0;0;0;Eurobond EUR;Supranational Organisations;Bond;0;0;
0 EIB 26        /EB;XS0070553820;88.95;;EIB;USD793;539488;;;19961106;;20261106;1300000000;Bonds - Non CHF;USD;0;0;0;;;0;;88.95;20230426;;;;;0;0;0;0;Eurobond USD;Supranational Organisations;Bond;0;0;
0 EIB G 26  /EE;DE0001345908;100.3;;EIB;EU742;532046;;;19961105;;20261105;766937820;Bonds - Non CHF;EUR;0;0;0;;;0;;100.3;20190701;;;;;0;0;0;0;Eurobond EUR;Supranational Organisations;Bond;0;0;
0 EIDG 16-29;CH0224397346;94.69;;Schweiz. Eidgenossenschaft;E161;22439734;0.973;6.061;20160622;6.14;20290622;4887828000;Bonds - CHF Domestic;CHF;0.41;0.39;100000;94.73;95.33;100000;0.6314;94.3;20230530;140717.787;94.69;94.69;94.69;55000;0;52079.5;52079.5;Switzerland;Countries;Bond;1;1;
0 EIDG 19-34;CH0440081393;89.68;;Schweiz. Eidgenossenschaft;E19;44008139;1.078;11.072;20190626;11.15;20340626;2272174000;Bonds - CHF Domestic;CHF;0.45;0.4;100000;89.87;91.07;100000;1.3264;89.28;20230526;;;;;0;0;0;0;Switzerland;Countries;Bond;1;1;
0 EIDG 19-39;CH0440081401;85.87;;Schweiz. Eidgenossenschaft;E198;44008140;1.173;16.15;20190724;16.23;20390724;2532250000;Bonds - CHF Domestic;CHF;1.42;1.2;500000;85;86.96;100000;2.2796;84.67;20230530;164336.494;85.57;85.87;85.57;200000;0;171440;171440;Switzerland;Countries;Bond;1;1;
0 ESKOM 27      /ER;XS0078528352;31.37;;ESKOM Holding Ltd.;ZAR067;679222;;;19970818;;20270818;8000000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;31.37;20171120;;;;;0;0;0;0;Eurobond ZAR;Utilities;Bond;0;0;
0 ESKOM 32      /ER;XS0079398250;22;;ESKOM Holding Ltd.;ZAR066;695883;;;19970908;;20321231;7500000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;22;20210615;;;;;0;0;0;0;Eurobond ZAR;Utilities;Bond;0;0;
0 EUF 21-31;CH1149985959;86.4;;Eurofima;EUF21;114998595;1.895;8.561;20211222;8.64;20311222;200000000;Bonds - CHF Domestic;CHF;0;0;100000;86.1;-Market;0;0;86.4;20230512;;;;;0;0;0;0;Switzerland;Misc. services;Bond;1;1;Green Bond
0 FR KB 20-30;CH0506071114;87.6;;Freiburger Kantonalbank;FRK20;50607111;2.079;6.739;20200226;6.82;20300226;200000000;Bonds - CHF Domestic;CHF;0.06;0.05;100000;86.65;88.6;100000;2.2254;87.55;20230526;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 FR KB 21-31;CH0506071353;85.9;;Freiburger Kantonalbank;FRK205;50607135;2.092;7.681;20210205;7.76;20310205;240000000;Bonds - CHF Domestic;CHF;0.06;0.05;100000;85.95;;0;0;85.85;20230515;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 FREGR 24 /EE;DE000A2DAHU1;96.4;;Fresenius SE & Co.;EU3239;35460376;;;20170131;;20240131;500000000;Bonds - Non CHF;EUR;0;0;0;;;0;;96.4;20181120;;;;;0;0;0;0;Eurobond EUR;Chemicals, Pharma;Bond;0;0;
0 GEELZ 24 /CB;XS1933947951;115.8;;Geely Sweden Financials;EU3326;48474302;;;20190619;;20240619;400000000;Bonds - Non CHF;EUR;0;0;0;;;0;;115.8;20200917;;;;;0;0;0;0;Eurobond EUR;Misc. services;Convertible bond;0;0;
0 GLARNERK 19-29;CH0485260837;88.25;;Glarner Kantonalbank;GKB19;48526083;2.116;6.378;20191016;6.46;20291016;100000000;Bonds - CHF Domestic;CHF;0;0;100000;87.65;89.25;100000;1.8089;88.25;20230414;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 GLARNERK 20-28;CH0506071189;90.65;;Glarner Kantonalbank;GKB20;50607118;1.967;5.267;20200306;5.35;20280906;100000000;Bonds - CHF Domestic;CHF;0;0;75000;90.2;91.25;100000;1.1573;90.65;20230516;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 GLENLN 25 /EB;XS1799614232;107.95;;Glencore Funding;US1923;41038160;;;20180327;;20250327;500000000;Bonds - Non CHF;USD;0;0;0;;;0;;107.95;20220118;;;;;0;0;0;0;Eurobond USD;Banks;Bond;0;0;
0 IBRD 25       /ER;XS0086657532;61;;Intl. Bk f. Rec. a. Develop.;ZAR106;891161;;;19980515;;20251231;4000000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;61;;;;;;0;0;0;0;Eurobond ZAR;Supranational Organisations;Bond;0;0;
0 IBRD 26       /ER;XS0084162576;52.8;;Intl. Bk f. Rec. a. Develop.;ZAR103;846234;;;19980217;;20260217;2000000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;52.8;;;;;;0;0;0;0;Eurobond ZAR;Supranational Organisations;Bond;0;0;
0 IBRD 27       /ER;US45905UAD63;65.6;;Intl. Bk f. Rec. a. Develop.;ZAR102;659664;;;19970714;;20270714;3000000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;65.6;20190211;;;;;0;0;0;0;Eurobond ZAR;Supranational Organisations;Bond;0;0;
0 IBRD 97-28    /ER;XS0082720698;56.35;;Intl. Bk f. Rec. a. Develop.;ZAR101;796674;;;19971229;;20281229;11000000000;Bonds - Non CHF;ZAR;0;0;0;;;0;;56.35;20171026;;;;;0;0;0;0;Eurobond ZAR;Supranational Organisations;Bond;0;0;
0 JPM 21-24 /CB;XS2303829308;99.1;;JPMorgan Chase Bank NA;EUF097;110042480;;;20210218;;20240218;390000000;Bonds - Non CHF;EUR;0;0;0;;;0;;99.1;;;;;;0;0;0;0;Eurobond EUR;Banks;Convertible bond;0;0;
0 JUSTEA 21-25 /CB;XS2296019891;82.6;;Just Eat Takeaway.com N.V.;EU9813;59801288;;;20210204;;20250809;600000000;Bonds - Non CHF;EUR;0;0;0;;;0;;82.6;20220210;;;;;0;0;0;0;Eurobond EUR;Misc. services;Convertible bond;0;0;
0 KBLU 20-28;CH0506071130;91;;Luzerner Kantonalbank AG;LUK20;50607113;1.933;5.186;20200207;5.27;20280807;275000000;Bonds - CHF Domestic;CHF;0;0;30000;90.55;-Market;0;0;91;20230517;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 KBNW 19-29;CH0419041626;88.45;;Nidwaldner Kantonalbank;NKB19;41904162;2.089;6.431;20191105;6.51;20291105;100000000;Bonds - CHF Domestic;CHF;0;0;100000;87.85;89.15;100000;1.4689;88.45;20230523;;;;;0;0;0;0;Switzerland;Banks;Bond;1;1;
0 KFW 23 /EE;DE000A2BPB50;100.44;;Kred Wiederaufbau;EU3309;34048227;;;20160927;;20230915;4000000000;Bonds - Non CHF;EUR;0;0;0;;;0;;100.44;;;;;;0;0;0;0;Eurobond EUR;Banks;Bond;0;0;
0 KFW 36 /EB;US500769BR40;80.78;;Kred Wiederaufbau;US825;2527852;;;20060419;;20360418;3000000000;Bonds - Non CHF;USD;0;0;0;;;0;;80.78;20201228;;;;;0;0;0;0;Eurobond USD;Banks;Bond;0;0;
0 KFW 37 /EB;US500769CH58;51.1;;KFW International Finance;US1251;3215872;;;20070629;;20370629;3000000000;Bonds - Non CHF;USD;0;0;0;;;0;;51.1;20150609;;;;;0;0;0;0;Eurobond USD;Banks;Bond;0;0;
0 KGC 19-23;CH0465767793;99.04;;Korea Gas Corporation;KOG19;46576779;;;20190328;;20231128;300000000;Bonds - CHF Foreign;CHF;0.01;0.01;50000;99.04;99.09;100000;0.0505;99.03;20230523;;;;;0;0;0;0;South Korea;Utilities;Bond;1;1;
0 KHNP 19-24;CH0485445958;97.44;;Korea Hydro & Nuclear Power;CH19;48544595;2.383;1.136;20190719;1.22;20240719;200000000;Bonds - CHF Foreign;CHF;0;0;50000;97.39;97.59;100000;0.2051;97.44;20230512;;;;;0;0;0;0;South Korea;Misc. services;Bond;1;1;
0 KOM KR 21-42;CH0593893974;71.55;;KommuneKredit;KOK21;59389397;1.916;18.758;20210303;18.84;20420303;175000000;Bonds - CHF Foreign;CHF;0;0;250000;71.75;74.95;150000;4.3626;71.55;20220419;;;;;0;0;0;0;Denmark;Banks;Bond;1;1;
0 KOREA EXP 19-25;CH0506668851;96.05;;Export-Import Bank of Korea;EXK19;50666885;2.231;1.992;20191127;2.07;20250527;150000000;Bonds - CHF Foreign;CHF;0;0;100000;95.85;96.25;125000;0.4164;96.05;20230421;;;;;0;0;0;0;South Korea;Banks;Bond;1;1;
0 KOROIL 19-24;CH0419041568;97.34;;Korea National Oil Corp;KN019;41904156;2.127;1.344;20191004;1.43;20241004;300000000;Bonds - CHF Foreign;CHF;0;0;50000;97.24;97.42;100000;0.1849;97.34;20230525;;;;;0;0;0;0;South Korea;Utilities;Bond;1;1;
0 KRC 19-24;CH0461238856;97.09;;Korea Railroad Corp;KOR219;46123885;2.288;1.469;20191119;1.55;20241119;150000000;Bonds - CHF Foreign;CHF;0;0;50000;96.78;97.15;100000;0.3816;97.09;20230512;;;;;0;0;0;0;South Korea;Transport;Bond;1;1;
0 KRC 19-25;CH0474977938;96.2;;Korea Railroad Corp;KOR19;47497793;2.182;2.036;20190613;2.12;20250613;150000000;Bonds - CHF Foreign;CHF;0;0;80000;95.7;96.35;35000;0.6769;96.2;20230526;;;;;0;0;0;0;South Korea;Transport;Bond;1;1;
0 KSWIN 19-31;CH0419041428;82.75;;Kantonsspital Winterthur;KSW19;41904142;2.448;8.333;20190930;8.41;20310930;125000000;Bonds - CHF Domestic;CHF;0;0;100000;82.6;84.3;10000;2.0371;82.75;20230512;;;;;0;0;0;0;Switzerland;Chemicals, Pharma;Bond;1;1;
0 KSWIN 21-25;CH1131931276;95.5;;Kantonsspital Winterthur;KSW21;113193127;2.315;2.333;20210930;2.41;20250930;100000000;Bonds - CHF Domestic;CHF;0.16;0.15;200000;94.95;-Market;0;0;95.35;20230530;105216.735;95.5;95.5;95.5;25000;0;23875;23875;Switzerland;Chemicals, Pharma;Bond;1;1;Green Bond
0 KT BE 21-33;CH1111392853;84.5;;Kanton Bern;BE21;111139285;1.801;9.967;20210518;10.05;20330518;150000000;Bonds - CHF Domestic;CHF;0.06;0.05;100000;84.65;-Market;0;0;84.45;20230525;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0 KT BS 16-23;CH0331455326;99.62;;Basel-Stadt, Kanton;BS161;33145532;;;20160905;;20230905;150000000;Bonds - CHF Domestic;CHF;0.01;0.01;100000;99.62;-Market;0;0;99.61;20230418;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0 KT BS 16-26;CH0331455334;95.45;;Basel-Stadt, Kanton;BS162;33145533;1.503;3.261;20160905;3.34;20260904;225000000;Bonds - CHF Domestic;CHF;0.05;0.05;100000;95.55;95.8;100000;0.2613;95.4;20230523;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0 KT BS 16-29;CH0331455342;91.2;;Basel-Stadt, Kanton;BS163;33145534;1.687;6.264;20160905;6.34;20290905;150000000;Bonds - CHF Domestic;CHF;0;0;100000;90.6;-Market;0;0;91.2;20230413;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0 KT BS 17-24;CH0353574327;98.05;;Basel-Stadt, Kanton;BS17;35357432;1.672;1.478;20171123;1.56;20241122;200000000;Bonds - CHF Domestic;CHF;0;0;100000;97.66;-Market;0;0;98.05;20230526;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0 KT BS 18-23;CH0445625004;99.36;;Basel-Stadt, Kanton;BS182;44562500;;;20181128;;20231128;250000000;Bonds - CHF Domestic;CHF;0;0;100000;99.23;99.38;100000;0.151;99.36;20230519;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0 KT BS 18-25;CH0394905712;96.8;;Basel-Stadt, Kanton;BS181;39490571;1.664;2.317;20180924;2.4;20250924;230885000;Bonds - CHF Domestic;CHF;0;0;100000;96.45;-Market;0;0;96.8;20230523;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;Green Bond
0 KT BS 19-25;CH0471297975;97.25;;Basel-Stadt, Kanton;BS192;47129797;1.535;2;20190531;2.08;20250530;150000000;Bonds - CHF Domestic;CHF;0;0;20000;97.05;-Market;0;0;97.25;20230524;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;
0 KT GE 19-28;CH0505011913;92.5;;Genf, Kanton;GE192;50501191;1.752;4.989;20191128;5.07;20280526;175000000;Bonds - CHF Domestic;CHF;0;0;100000;92.25;-Market;0;0;92.5;20221026;;;;;0;0;0;0;Switzerland;Regions, Cantons, Provinces, etc.;Bond;1;1;Green Bond
